name_fr,name_en,search_aka,region,category,basis,kcal_per_100,measures,default_measure,local_portion,status,notes,protein_g,carbs_g,fat_g
Poulet croustillant (frit),Crispy chicken (deep-fried),poulet croustillant frit crispy fried chicken kfc,urban,fast food,100g,290,gram:1|piece:120,gram,,estimate — verify,battered and deep-fried — the coating and oil carry the calories,24.0,12.0,17.0
Poulet croustillant (au four),Crispy chicken (oven-baked),poulet croustillant four baked crispy chicken,urban,fast food,100g,195,gram:1|piece:120,gram,,estimate — verify,breaded then oven-baked — much lighter than deep-fried,27.0,7.0,6.5
Nuggets de poulet,Chicken nuggets,nuggets poulet chicken,urban,fast food,100g,300,gram:1|piece:18,gram,,estimate — verify,deep-fried,15.0,16.0,19.0
Ailes de poulet grillées,Grilled chicken wings,ailes wings poulet grilled,urban,fast food,100g,215,gram:1|piece:35,gram,,estimate — verify,,27.0,0.0,12.0
Ailes de poulet frites,Fried chicken wings,ailes wings poulet frites fried,urban,fast food,100g,320,gram:1|piece:40,gram,,estimate — verify,,24.0,8.0,21.0
Hamburger,Hamburger,hamburger burger boeuf,urban,fast food,100g,250,gram:1|piece:180,gram,,estimate — verify,,13.0,24.0,11.0
Cheeseburger,Cheeseburger,cheeseburger burger fromage,urban,fast food,100g,280,gram:1|piece:200,gram,,estimate — verify,,14.0,23.0,15.0
Burger poulet,Chicken burger,burger poulet chicken sandwich,urban,fast food,100g,260,gram:1|piece:190,gram,,estimate — verify,,15.0,25.0,11.5
Shawarma,Shawarma,shawarma chawarma kebab durum,urban,fast food,100g,215,gram:1|piece:300,gram,,estimate — verify,,13.0,20.0,9.0
Sandwich poulet,Chicken sandwich,sandwich poulet chicken,urban,fast food,100g,230,gram:1|piece:220,gram,,estimate — verify,,14.0,24.0,8.5
Club sandwich,Club sandwich,club sandwich,urban,fast food,100g,260,gram:1|piece:250,gram,,estimate — verify,,13.0,24.0,12.5
Croque-monsieur,Croque-monsieur,croque monsieur toast jambon fromage,urban,fast food,100g,290,gram:1|piece:160,gram,,estimate — verify,,15.0,24.0,15.0
Hot-dog,Hot dog,hot dog saucisse pain,urban,fast food,100g,250,gram:1|piece:150,gram,,estimate — verify,,10.0,22.0,13.5
Pizza margherita,Margherita pizza,pizza margherita fromage,urban,fast food,100g,260,gram:1|slice:110|piece:110,gram,,estimate — verify,,11.0,30.0,10.0
Pizza viande,Meat pizza,pizza viande peperoni meat,urban,fast food,100g,295,gram:1|slice:120|piece:120,gram,,estimate — verify,,13.0,28.0,14.5
Frites de patate douce,Sweet potato fries,frites patate douce sweet potato fries,urban,fast food,100g,280,gram:1|cup:200,gram,,estimate — verify,,2.5,38.0,13.0
Rondelles d'oignon frites,Onion rings,rondelles oignon onion rings,urban,fast food,100g,330,gram:1|piece:12,gram,,estimate — verify,,4.5,38.0,17.5
Poisson pané frit,Fried breaded fish,poisson pane frit fish fingers,urban,fast food,100g,240,gram:1|piece:30,gram,,estimate — verify,,14.0,17.0,12.5
Pomme pilée (purée),Mashed potato,pomme pilee puree mashed potato ecrasee,urban,staple,100g,110,gram:1|cup:210|ladle:150,gram,,estimate — verify,with butter or oil; plain boiled mash is lower,2.0,16.0,4.0
Macabo râpé,Grated cocoyam (macabo râpé),macabo rape grated cocoyam,urban,dish,100g,165,gram:1|cup:200|ladle:150,gram,,estimate — verify,grated cocoyam cooked with palm oil,2.5,24.0,6.5
Macabo râpé au poisson,Grated cocoyam with fish,macabo rape poisson grated cocoyam fish,urban,dish,100g,180,gram:1|cup:200|ladle:150,gram,,estimate — verify,,7.0,21.0,7.0
Pomme de terre sautée,Sauteed potato,pomme terre sautee potato,urban,staple,100g,145,gram:1|cup:200,gram,,estimate — verify,,2.2,21.0,5.5
Pancakes,Pancakes,pancake pancakes crepe epaisse,urban,fast food,100g,230,gram:1|piece:60,gram,,estimate — verify,without syrup or topping,6.0,32.0,8.5
Crêpes,Crepes,crepe crepes pancake fin,urban,fast food,100g,200,gram:1|piece:60,gram,,estimate — verify,,6.0,26.0,7.5
Gaufres,Waffles,gaufre gaufres waffle,urban,fast food,100g,290,gram:1|piece:75,gram,,estimate — verify,,7.0,33.0,14.0
Beignet américain (donut),Doughnut,donut doughnut beignet americain,urban,snack,100g,400,gram:1|piece:60,gram,,estimate — verify,,5.0,45.0,22.0
Sirop / miel (nappage),Syrup or honey topping,sirop miel syrup honey nappage,urban,condiment,100g,300,gram:1|teaspoon:7|tablespoon:21,gram,,estimate — verify,log separately from pancakes — easy to forget,0.3,75.0,0.0
Saucisse grillée,Grilled sausage,saucisse sausage grillee,urban,protein,100g,300,gram:1|piece:70,gram,,estimate — verify,,13.0,2.0,26.5
Popcorn nature,Plain popcorn,popcorn mais souffle,urban,snack,100g,385,gram:1|cup:8|handful:10,gram,,estimate — verify,,12.0,74.0,4.5
Popcorn sucré/beurré,Sweet or buttered popcorn,popcorn sucre beurre buttered,urban,snack,100g,480,gram:1|cup:11|handful:12,gram,,estimate — verify,,7.0,62.0,23.0
Glace (crème glacée),Ice cream,glace creme glacee ice cream,urban,snack,100g,210,gram:1|cup:130|scoop:60,gram,,estimate — verify,,3.5,24.0,11.0
Milkshake,Milkshake,milkshake lait frappe,urban,drink,100g,110,gram:1|ml:1.03|cup:245|glass:250,gram,,estimate — verify,,3.2,17.0,3.2
Ketchup,Ketchup,ketchup sauce tomate sucree,urban,condiment,100g,100,gram:1|teaspoon:6|tablespoon:17,gram,,estimate — verify,,1.2,24.0,0.2
Riz cantonais,Fried rice (cantonese style),riz cantonais fried rice,urban,staple,100g,165,gram:1|cup:200|ladle:150,gram,,estimate — verify,,5.5,24.0,5.0
