name_fr,name_en,search_aka,region,category,basis,kcal_per_100,measures,default_measure,local_portion,status,notes,protein_g,carbs_g,fat_g
Poulet croustillant (frit),Crispy chicken (deep-fried),poulet croustillant frit crispy fried chicken kfc,urban,fast food,100g,290,gram:1|piece:120,gram,,estimate — verify,battered and deep-fried — the coating and oil carry the calories,24.0,12.0,17.0
Poulet croustillant (au four),Crispy chicken (oven-baked),poulet croustillant four baked crispy chicken,urban,fast food,100g,195,gram:1|piece:120,gram,,estimate — verify,breaded then oven-baked — much lighter than deep-fried,27.0,7.0,6.5
Nuggets de poulet,Chicken nuggets,nuggets poulet chicken,urban,fast food,100g,300,gram:1|piece:18,gram,,estimate — verify,deep-fried,15.0,16.0,19.0
Ailes de poulet grillées,Grilled chicken wings,ailes wings poulet grilled,urban,fast food,100g,215,gram:1|piece:35,gram,,estimate — verify,,27.0,0.0,12.0
Ailes de poulet frites,Fried chicken wings,ailes wings poulet frites fried,urban,fast food,100g,320,gram:1|piece:40,gram,,estimate — verify,,24.0,8.0,21.0
Hamburger,Hamburger,hamburger burger boeuf,urban,fast food,100g,250,gram:1|piece:180,gram,,estimate — verify,,13.0,24.0,11.0
Cheeseburger,Cheeseburger,cheeseburger burger fromage,urban,fast food,100g,280,gram:1|piece:200,gram,,estimate — verify,,14.0,23.0,15.0
Burger poulet,Chicken burger,burger poulet chicken sandwich,urban,fast food,100g,260,gram:1|piece:190,gram,,estimate — verify,,15.0,25.0,11.5
Shawarma,Shawarma,shawarma chawarma kebab durum,urban,fast food,100g,215,gram:1|piece:300,gram,,estimate — verify,,13.0,20.0,9.0
Sandwich poulet,Chicken sandwich,sandwich poulet chicken,urban,fast food,100g,230,gram:1|piece:220,gram,,estimate — verify,,14.0,24.0,8.5
Club sandwich,Club sandwich,club sandwich,urban,fast food,100g,260,gram:1|piece:250,gram,,estimate — verify,,13.0,24.0,12.5
Croque-monsieur,Croque-monsieur,croque monsieur toast jambon fromage,urban,fast food,100g,290,gram:1|piece:160,gram,,estimate — verify,,15.0,24.0,15.0
Hot-dog,Hot dog,hot dog saucisse pain,urban,fast food,100g,250,gram:1|piece:150,gram,,estimate — verify,,10.0,22.0,13.5
Pizza margherita,Margherita pizza,pizza margherita fromage,urban,fast food,100g,260,gram:1|slice:110|piece:110,gram,,estimate — verify,,11.0,30.0,10.0
Pizza viande,Meat pizza,pizza viande peperoni meat,urban,fast food,100g,295,gram:1|slice:120|piece:120,gram,,estimate — verify,,13.0,28.0,14.5
Frites de patate douce,Sweet potato fries,frites patate douce sweet potato fries,urban,fast food,100g,280,gram:1|cup:200,gram,,estimate — verify,,2.5,38.0,13.0
Rondelles d'oignon frites,Onion rings,rondelles oignon onion rings,urban,fast food,100g,330,gram:1|piece:12,gram,,estimate — verify,,4.5,38.0,17.5
Poisson pané frit,Fried breaded fish,poisson pane frit fish fingers,urban,fast food,100g,240,gram:1|piece:30,gram,,estimate — verify,,14.0,17.0,12.5
Pomme pilée (purée),Mashed potato,pomme pilee puree mashed potato ecrasee,urban,staple,100g,110,gram:1|cup:210|ladle:150,gram,,estimate — verify,with butter or oil; plain boiled mash is lower,2.0,16.0,4.0
Macabo râpé,Grated cocoyam (macabo râpé),macabo rape grated cocoyam,urban,dish,100g,165,gram:1|cup:200|ladle:150,gram,,estimate — verify,grated cocoyam cooked with palm oil,2.5,24.0,6.5
Macabo râpé au poisson,Grated cocoyam with fish,macabo rape poisson grated cocoyam fish,urban,dish,100g,180,gram:1|cup:200|ladle:150,gram,,estimate — verify,,7.0,21.0,7.0
Pomme de terre sautée,Sauteed potato,pomme terre sautee potato,urban,staple,100g,145,gram:1|cup:200,gram,,estimate — verify,,2.2,21.0,5.5
Pancakes,Pancakes,pancake pancakes crepe epaisse,urban,fast food,100g,230,gram:1|piece:60,gram,,estimate — verify,without syrup or topping,6.0,32.0,8.5
Crêpes,Crepes,crepe crepes pancake fin,urban,fast food,100g,200,gram:1|piece:60,gram,,estimate — verify,,6.0,26.0,7.5
Gaufres,Waffles,gaufre gaufres waffle,urban,fast food,100g,290,gram:1|piece:75,gram,,estimate — verify,,7.0,33.0,14.0
Beignet américain (donut),Doughnut,donut doughnut beignet americain,urban,snack,100g,400,gram:1|piece:60,gram,,estimate — verify,,5.0,45.0,22.0
Sirop / miel (nappage),Syrup or honey topping,sirop miel syrup honey nappage,urban,condiment,100g,300,gram:1|teaspoon:7|tablespoon:21,gram,,estimate — verify,log separately from pancakes — easy to forget,0.3,75.0,0.0
Saucisse grillée,Grilled sausage,saucisse sausage grillee,urban,protein,100g,300,gram:1|piece:70,gram,,estimate — verify,,13.0,2.0,26.5
Popcorn nature,Plain popcorn,popcorn mais souffle,urban,snack,100g,385,gram:1|cup:8|handful:10,gram,,estimate — verify,,12.0,74.0,4.5
Popcorn sucré/beurré,Sweet or buttered popcorn,popcorn sucre beurre buttered,urban,snack,100g,480,gram:1|cup:11|handful:12,gram,,estimate — verify,,7.0,62.0,23.0
Glace (crème glacée),Ice cream,glace creme glacee ice cream,urban,snack,100g,210,gram:1|cup:130|scoop:60,gram,,estimate — verify,,3.5,24.0,11.0
Milkshake,Milkshake,milkshake lait frappe,urban,drink,100g,110,gram:1|ml:1.03|cup:245|glass:250,gram,,estimate — verify,,3.2,17.0,3.2
Ketchup,Ketchup,ketchup sauce tomate sucree,urban,condiment,100g,100,gram:1|teaspoon:6|tablespoon:17,gram,,estimate — verify,,1.2,24.0,0.2
Riz cantonais,Fried rice (cantonese style),riz cantonais fried rice,urban,staple,100g,165,gram:1|cup:200|ladle:150,gram,,estimate — verify,,5.5,24.0,5.0
Chou,Cabbage,chou cabbage chou blanc,international,vegetable,100g,25,gram:1|cup:90|piece:900,gram,,estimate — verify,,1.3,5.8,0.1
Chou rouge,Red cabbage,chou rouge red cabbage,international,vegetable,100g,31,gram:1|cup:90,gram,,estimate — verify,,1.4,7.4,0.2
Poivron rouge,Red bell pepper,poivron rouge red bell pepper capsicum,international,vegetable,100g,31,gram:1|cup:150|piece:120,gram,,estimate — verify,,1.0,6.0,0.3
Poivron vert,Green bell pepper,poivron vert green bell pepper,international,vegetable,100g,20,gram:1|cup:150|piece:120,gram,,estimate — verify,,0.9,4.6,0.2
Carotte,Carrot,carotte carrot,international,vegetable,100g,41,gram:1|cup:128|piece:60,gram,,estimate — verify,,0.9,9.6,0.2
Concombre,Cucumber,concombre cucumber,international,vegetable,100g,15,gram:1|cup:120|piece:300,gram,,estimate — verify,,0.7,3.6,0.1
Laitue,Lettuce,laitue lettuce salade verte,international,vegetable,100g,15,gram:1|cup:36,gram,,estimate — verify,,1.4,2.9,0.2
Épinards crus,Raw spinach,epinard spinach,international,vegetable,100g,23,gram:1|cup:30,gram,,estimate — verify,,2.9,3.6,0.4
Épinards cuits,Cooked spinach,epinard cuit cooked spinach,international,vegetable,100g,45,gram:1|cup:180,gram,,estimate — verify,with a little oil,3.0,4.0,2.2
Brocoli,Broccoli,brocoli broccoli,international,vegetable,100g,34,gram:1|cup:91,gram,,estimate — verify,,2.8,6.6,0.4
Chou-fleur,Cauliflower,chou fleur cauliflower,international,vegetable,100g,25,gram:1|cup:100,gram,,estimate — verify,,1.9,5.0,0.3
Haricots verts,Green beans,haricot vert green beans,international,vegetable,100g,31,gram:1|cup:125,gram,,estimate — verify,,1.8,7.0,0.2
Courgette,Zucchini,courgette zucchini,international,vegetable,100g,17,gram:1|cup:124|piece:200,gram,,estimate — verify,,1.2,3.1,0.3
Aubergine,Eggplant,aubergine eggplant,international,vegetable,100g,25,gram:1|cup:82|piece:400,gram,,estimate — verify,,1.0,5.9,0.2
Ail,Garlic,ail garlic,international,condiment,100g,149,gram:1|clove:3|teaspoon:3,gram,,estimate — verify,,6.4,33.0,0.5
Gingembre frais,Fresh ginger,gingembre ginger,international,condiment,100g,80,gram:1|teaspoon:2|tablespoon:6,gram,,estimate — verify,,1.8,18.0,0.8
Champignons,Mushrooms,champignon mushroom,international,vegetable,100g,22,gram:1|cup:70,gram,,estimate — verify,,3.1,3.3,0.3
Betterave,Beetroot,betterave beetroot,international,vegetable,100g,43,gram:1|cup:136,gram,,estimate — verify,,1.6,9.6,0.2
Petits pois,Green peas,petits pois green peas,international,vegetable,100g,81,gram:1|cup:145,gram,,estimate — verify,,5.4,14.5,0.4
Maïs doux,Sweet corn,mais doux sweet corn,international,vegetable,100g,86,gram:1|cup:154|piece:90,gram,,estimate — verify,,3.3,19.0,1.2
Céleri,Celery,celeri celery,international,vegetable,100g,16,gram:1|cup:101|piece:40,gram,,estimate — verify,,0.7,3.0,0.2
Poireau,Leek,poireau leek,international,vegetable,100g,61,gram:1|cup:89|piece:90,gram,,estimate — verify,,1.5,14.0,0.3
Pomme,Apple,pomme apple,international,fruit,100g,52,gram:1|piece:180|cup:125,gram,,estimate — verify,,0.3,14.0,0.2
Poire,Pear,poire pear,international,fruit,100g,57,gram:1|piece:180,gram,,estimate — verify,,0.4,15.0,0.1
Fraises,Strawberries,fraise strawberry,international,fruit,100g,32,gram:1|cup:150|piece:12,gram,,estimate — verify,,0.7,7.7,0.3
Raisins,Grapes,raisin grape,international,fruit,100g,69,gram:1|cup:150,gram,,estimate — verify,,0.7,18.0,0.2
Raisins secs,Raisins,raisin sec raisins sultanas,international,fruit,100g,299,gram:1|cup:145|tablespoon:9,gram,,estimate — verify,,3.1,79.0,0.5
Dattes,Dates,datte dates,international,fruit,100g,282,gram:1|piece:8|cup:147,gram,,estimate — verify,,2.5,75.0,0.4
Kiwi,Kiwi,kiwi,international,fruit,100g,61,gram:1|piece:75,gram,,estimate — verify,,1.1,15.0,0.5
Citron,Lemon,citron lemon,international,fruit,100g,29,gram:1|piece:60|tablespoon:15,gram,,estimate — verify,,1.1,9.3,0.3
Prune,Plum,prune plum,international,fruit,100g,46,gram:1|piece:66,gram,,estimate — verify,,0.7,11.4,0.3
Pêche,Peach,peche peach,international,fruit,100g,39,gram:1|piece:150,gram,,estimate — verify,,0.9,10.0,0.3
Cerises,Cherries,cerise cherry,international,fruit,100g,63,gram:1|cup:154,gram,,estimate — verify,,1.1,16.0,0.2
Myrtilles,Blueberries,myrtille blueberry,international,fruit,100g,57,gram:1|cup:148,gram,,estimate — verify,,0.7,14.5,0.3
Grenade,Pomegranate,grenade pomegranate,international,fruit,100g,83,gram:1|piece:280|cup:174,gram,,estimate — verify,,1.7,19.0,1.2
Figue,Fig,figue fig,international,fruit,100g,74,gram:1|piece:50,gram,,estimate — verify,,0.8,19.0,0.3
Salade de fruits,Fruit salad,salade fruits fruit salad,international,fruit,100g,50,gram:1|cup:250,gram,,estimate — verify,,0.6,12.5,0.2
Yaourt nature,Plain yoghurt,yaourt yoghurt yogurt nature plain,international,dairy,100g,61,gram:1|ml:1.03|cup:245|pot:125,gram,,estimate — verify,,3.5,4.7,3.3
Yaourt sucré/aromatisé,Sweetened yoghurt,yaourt sucre yoghurt sweet flavoured,international,dairy,100g,95,gram:1|ml:1.03|cup:245|pot:125,gram,,estimate — verify,,3.5,15.0,2.5
Yaourt grec nature,Greek yoghurt,yaourt grec greek yogurt,international,dairy,100g,97,gram:1|cup:245|pot:150,gram,,estimate — verify,high protein,9.0,4.0,5.0
Lait entier,Whole milk,lait entier whole milk,international,dairy,100g,61,gram:1|ml:1.03|cup:245|glass:250,gram,,estimate — verify,,3.2,4.8,3.3
Lait demi-écrémé,Semi-skimmed milk,lait demi ecreme semi skimmed milk,international,dairy,100g,47,gram:1|ml:1.03|cup:245|glass:250,gram,,estimate — verify,,3.4,4.9,1.7
Lait écrémé,Skimmed milk,lait ecreme skimmed milk,international,dairy,100g,34,gram:1|ml:1.03|cup:245|glass:250,gram,,estimate — verify,,3.4,5.0,0.2
Fromage (cheddar/gouda),Cheese (cheddar/gouda),fromage cheese cheddar gouda,international,dairy,100g,400,gram:1|slice:25|cup:113,gram,,estimate — verify,,25.0,2.0,33.0
Fromage blanc,Cottage/quark cheese,fromage blanc cottage quark,international,dairy,100g,98,gram:1|cup:226|tablespoon:30,gram,,estimate — verify,,11.0,3.4,4.3
Beurre,Butter,beurre butter,international,fat,100g,717,gram:1|teaspoon:5|tablespoon:14,gram,,estimate — verify,,0.9,0.1,81.0
Margarine,Margarine,margarine,international,fat,100g,717,gram:1|teaspoon:5|tablespoon:14,gram,,estimate — verify,,0.2,0.7,80.0
Crème fraîche,Cream,creme fraiche cream,international,dairy,100g,290,gram:1|tablespoon:15|cup:240,gram,,estimate — verify,,2.5,3.0,30.0
Œufs brouillés,Scrambled eggs,oeuf brouille scrambled eggs,international,protein,100g,150,gram:1|piece:60|cup:220,gram,,estimate — verify,with a little butter/oil,10.0,1.6,11.0
Blanc d'œuf,Egg white,blanc oeuf egg white,international,protein,100g,52,gram:1|piece:33,gram,,estimate — verify,lean protein,11.0,0.7,0.2
Blanc de poulet grillé,Grilled chicken breast,blanc poulet chicken breast grilled,international,protein,100g,165,gram:1|piece:120,gram,,estimate — verify,lean,31.0,0.0,3.6
Cuisse de poulet,Chicken thigh,cuisse poulet chicken thigh,international,protein,100g,210,gram:1|piece:110,gram,,estimate — verify,,26.0,0.0,11.0
Dinde,Turkey,dinde turkey,international,protein,100g,135,gram:1|slice:30,gram,,estimate — verify,,29.0,0.0,1.7
Bœuf haché (maigre),Lean minced beef,boeuf hache mince beef lean,international,protein,100g,215,gram:1|cup:225,gram,,estimate — verify,,26.0,0.0,12.0
Steak de bœuf,Beef steak,steak boeuf beef,international,protein,100g,250,gram:1|piece:200,gram,,estimate — verify,,26.0,0.0,16.0
Côtelette de porc,Pork chop,cotelette porc pork chop,international,protein,100g,240,gram:1|piece:150,gram,,estimate — verify,,26.0,0.0,15.0
Jambon,Ham,jambon ham,international,protein,100g,145,gram:1|slice:30,gram,,estimate — verify,,21.0,1.5,6.0
Bacon,Bacon,bacon lard,international,protein,100g,400,gram:1|slice:15,gram,,estimate — verify,,25.0,1.0,33.0
Thon en boîte (eau),Canned tuna (in water),thon boite tuna canned water,international,protein,100g,116,gram:1|can:145|cup:150,gram,,estimate — verify,lean protein,26.0,0.0,1.0
Thon en boîte (huile),Canned tuna (in oil),thon boite tuna canned oil,international,protein,100g,190,gram:1|can:145,gram,,estimate — verify,,25.0,0.0,10.0
Saumon,Salmon,saumon salmon,international,protein,100g,208,gram:1|piece:150,gram,,estimate — verify,omega-3 rich,20.0,0.0,13.0
Sardines fraîches,Fresh sardines,sardine fraiche fresh,international,protein,100g,208,gram:1|piece:40,gram,,estimate — verify,,25.0,0.0,11.5
Tofu,Tofu,tofu soja soy,international,protein,100g,76,gram:1|cup:250|piece:100,gram,,estimate — verify,,8.0,1.9,4.8
Pain complet,Wholemeal bread,pain complet wholemeal brown bread,international,staple,100g,247,gram:1|slice:35,gram,,estimate — verify,more fibre than white,13.0,41.0,3.4
Pain de mie,Sliced white bread,pain mie sliced bread toast,international,staple,100g,265,gram:1|slice:28,gram,,estimate — verify,,9.0,49.0,3.2
Riz complet cuit,Cooked brown rice,riz complet brown rice,international,staple,100g,112,gram:1|cup:195,gram,,estimate — verify,,2.6,23.0,0.9
Pâtes cuites,Cooked pasta,pates pasta spaghetti macaroni,international,staple,100g,158,gram:1|cup:140,gram,,estimate — verify,,5.8,31.0,0.9
Pâtes complètes cuites,Cooked wholemeal pasta,pates completes wholemeal pasta,international,staple,100g,124,gram:1|cup:140,gram,,estimate — verify,,5.3,26.0,0.5
Couscous cuit,Cooked couscous,couscous,international,staple,100g,112,gram:1|cup:157,gram,,estimate — verify,,3.8,23.0,0.2
Quinoa cuit,Cooked quinoa,quinoa,international,staple,100g,120,gram:1|cup:185,gram,,estimate — verify,,4.4,21.0,1.9
Flocons d'avoine,Oats (dry),avoine oats flocons oatmeal porridge,international,staple,100g,389,gram:1|cup:81|tablespoon:6,gram,,estimate — verify,dry weight,17.0,66.0,7.0
Porridge d'avoine,Cooked oat porridge,porridge avoine oatmeal cooked,international,porridge,100g,71,gram:1|cup:234|ladle:150,gram,,estimate — verify,made with water,2.5,12.0,1.5
Céréales petit-déjeuner,Breakfast cereal,cereales cereal cornflakes,international,staple,100g,380,gram:1|cup:30,gram,,estimate — verify,,7.0,84.0,1.5
Semoule cuite,Cooked semolina,semoule semolina,international,staple,100g,120,gram:1|cup:180,gram,,estimate — verify,,4.0,25.0,0.3
Tortilla / wrap,Tortilla wrap,tortilla wrap galette,international,staple,100g,310,gram:1|piece:50,gram,,estimate — verify,,8.0,52.0,7.5
Lentilles cuites,Cooked lentils,lentille lentil,international,staple,100g,116,gram:1|cup:198|ladle:150,gram,,estimate — verify,,9.0,20.0,0.4
Pois chiches cuits,Cooked chickpeas,pois chiche chickpea garbanzo,international,staple,100g,164,gram:1|cup:164,gram,,estimate — verify,,8.9,27.0,2.6
Haricots blancs,White beans,haricot blanc white bean,international,staple,100g,139,gram:1|cup:179,gram,,estimate — verify,,9.7,25.0,0.4
Houmous,Hummus,houmous hummus,international,condiment,100g,166,gram:1|tablespoon:15|cup:246,gram,,estimate — verify,,8.0,14.0,10.0
Amandes,Almonds,amande almond,international,snack,100g,579,gram:1|handful:28|cup:143,gram,,estimate — verify,,21.0,22.0,50.0
Noix,Walnuts,noix walnut,international,snack,100g,654,gram:1|handful:28|cup:117,gram,,estimate — verify,,15.0,14.0,65.0
Noix de cajou,Cashew nuts,cajou cashew,international,snack,100g,553,gram:1|handful:28|cup:137,gram,,estimate — verify,,18.0,30.0,44.0
Pistaches,Pistachios,pistache pistachio,international,snack,100g,560,gram:1|handful:28|cup:123,gram,,estimate — verify,,20.0,28.0,45.0
Graines de courge,Pumpkin seeds,graine courge pumpkin seed,international,snack,100g,559,gram:1|handful:28|tablespoon:10,gram,,estimate — verify,,30.0,11.0,49.0
Graines de sésame,Sesame seeds,sesame seed,international,condiment,100g,573,gram:1|tablespoon:9|teaspoon:3,gram,,estimate — verify,,18.0,23.0,50.0
Beurre de cacahuète,Peanut butter,beurre cacahuete peanut butter,international,condiment,100g,588,gram:1|tablespoon:16|teaspoon:5,gram,,estimate — verify,,25.0,20.0,50.0
Huile d'olive,Olive oil,huile olive olive oil,international,fat,100g,884,gram:1|ml:0.92|teaspoon:4.5|tablespoon:14,gram,,estimate — verify,,0.0,0.0,100.0
Huile de tournesol,Sunflower oil,huile tournesol sunflower oil,international,fat,100g,884,gram:1|ml:0.92|teaspoon:4.5|tablespoon:14,gram,,estimate — verify,,0.0,0.0,100.0
Vinaigrette,Salad dressing,vinaigrette dressing,international,condiment,100g,290,gram:1|tablespoon:15,gram,,estimate — verify,,0.5,6.0,29.0
Moutarde,Mustard,moutarde mustard,international,condiment,100g,66,gram:1|teaspoon:5|tablespoon:15,gram,,estimate — verify,,4.0,6.0,3.0
Sauce soja,Soy sauce,sauce soja soy sauce,international,condiment,100g,53,gram:1|ml:1.1|teaspoon:6|tablespoon:18,gram,,estimate — verify,very high sodium,8.0,5.0,0.1
Confiture,Jam,confiture jam marmalade,international,condiment,100g,278,gram:1|teaspoon:7|tablespoon:20,gram,,estimate — verify,,0.4,69.0,0.1
Miel,Honey,miel honey,international,condiment,100g,304,gram:1|teaspoon:7|tablespoon:21,gram,,estimate — verify,,0.3,82.0,0.0
Chocolat noir,Dark chocolate,chocolat noir dark chocolate,international,snack,100g,546,gram:1|square:10|piece:100,gram,,estimate — verify,,7.8,46.0,31.0
Chocolat au lait,Milk chocolate,chocolat lait milk chocolate,international,snack,100g,535,gram:1|square:10|piece:100,gram,,estimate — verify,,7.6,59.0,30.0
Pâte à tartiner (Nutella),Chocolate spread,pate tartiner nutella spread,international,condiment,100g,539,gram:1|teaspoon:6|tablespoon:20,gram,,estimate — verify,,6.0,57.0,31.0
Salade César,Caesar salad,salade cesar caesar,international,dish,100g,190,gram:1|cup:100|plate:250,gram,,estimate — verify,with dressing,8.0,6.0,15.0
Soupe de légumes,Vegetable soup,soupe legumes vegetable soup,international,soup,100g,45,gram:1|ml:1|bowl:300|ladle:150,gram,,estimate — verify,,1.5,7.0,1.3
Purée de pommes de terre,Mashed potato,puree pomme terre mashed potato,international,staple,100g,110,gram:1|cup:210|ladle:150,gram,,estimate — verify,,2.0,16.0,4.0
Gratin de pommes de terre,Potato gratin,gratin dauphinois potato,international,dish,100g,145,gram:1|cup:200|plate:250,gram,,estimate — verify,,4.0,14.0,8.0
Lasagnes,Lasagna,lasagne lasagna,international,dish,100g,160,gram:1|plate:300|piece:250,gram,,estimate — verify,,9.0,14.0,7.5
Spaghetti bolognaise,Spaghetti bolognese,spaghetti bolognaise bolognese,international,dish,100g,145,gram:1|plate:350|cup:250,gram,,estimate — verify,,7.0,18.0,4.5
Riz sauté asiatique,Asian fried rice,riz saute asiatique fried rice chinois,international,dish,100g,165,gram:1|plate:300|cup:200,gram,,estimate — verify,,5.5,24.0,5.0
Nouilles sautées,Stir-fried noodles,nouilles sautees noodles chow mein,international,dish,100g,170,gram:1|plate:300|cup:200,gram,,estimate — verify,,6.0,25.0,5.0
Sushi (assortiment),Sushi (assorted),sushi maki nigiri,international,dish,100g,145,gram:1|piece:30|plate:200,gram,,estimate — verify,,6.0,25.0,2.0
Curry de poulet,Chicken curry,curry poulet chicken curry,international,dish,100g,150,gram:1|plate:300|ladle:150,gram,,estimate — verify,,13.0,6.0,8.5
Rouleaux de printemps,Spring rolls,rouleau printemps spring roll nem,international,dish,100g,180,gram:1|piece:60,gram,,estimate — verify,fried,6.0,22.0,7.5
Samoussa,Samosa,samoussa samosa,international,snack,100g,290,gram:1|piece:50,gram,,estimate — verify,,6.0,30.0,16.0
Falafel,Falafel,falafel,international,dish,100g,333,gram:1|piece:17,gram,,estimate — verify,,13.0,32.0,18.0
Omelette au fromage,Cheese omelette,omelette fromage cheese omelette,international,protein,100g,200,gram:1|piece:150,gram,,estimate — verify,,13.0,2.0,15.5
Quiche,Quiche,quiche lorraine,international,dish,100g,280,gram:1|slice:120,gram,,estimate — verify,,10.0,20.0,18.0
Tarte aux pommes,Apple pie,tarte pomme apple pie,international,snack,100g,265,gram:1|slice:125,gram,,estimate — verify,,2.5,37.0,12.0
Yaourt à boire,Drinking yoghurt,yaourt boire drinking yogurt,international,drink,100g,70,gram:1|ml:1.03|bottle:250|glass:250,gram,,estimate — verify,,3.0,11.0,1.4
Smoothie aux fruits,Fruit smoothie,smoothie fruit,international,drink,100g,60,gram:1|ml:1.02|glass:250|cup:240,gram,,estimate — verify,,1.0,14.0,0.3
Jus d'orange,Orange juice,jus orange juice,international,drink,100g,45,gram:1|ml:1.04|glass:250|cup:248,gram,,estimate — verify,,0.7,10.4,0.2
Eau,Water,eau water,international,drink,100g,0,gram:1|ml:1|glass:250|bottle:500|cup:240,gram,,estimate — verify,zero calories,0.0,0.0,0.0
Thé vert sans sucre,Green tea (no sugar),the vert green tea,international,drink,100g,1,gram:1|ml:1|cup:240,gram,,estimate — verify,,0.0,0.2,0.0
Café au lait,Coffee with milk,cafe lait latte coffee milk,international,drink,100g,40,gram:1|ml:1.02|cup:240|glass:250,gram,,estimate — verify,no sugar,2.2,3.5,1.9
Cappuccino,Cappuccino,cappuccino,international,drink,100g,55,gram:1|ml:1.02|cup:180,gram,,estimate — verify,no sugar,3.0,4.5,2.5
Vin rouge,Red wine,vin rouge red wine,international,drink,100g,85,gram:1|ml:0.99|glass:150|bottle:750,gram,,estimate — verify,calories mainly from alcohol,0.1,2.6,0.0
Vin blanc,White wine,vin blanc white wine,international,drink,100g,82,gram:1|ml:0.99|glass:150,gram,,estimate — verify,calories mainly from alcohol,0.1,2.6,0.0
Whisky / spiritueux,"Spirits (whisky, gin)",whisky gin vodka spiritueux,international,drink,100g,250,gram:1|ml:0.94|shot:40,gram,,estimate — verify,calories mainly from alcohol,0.0,0.1,0.0
